"StudentID","thesis_grades"
18244127,8
18245414,9
18245963,7
18245987,8.5
18246776,7.5
18247730,7.5
18247820,8
18248636,8
18249320,8
18250670,8
18250799,0
18251705,0
18252518,6.5
18252680,7.5
18271538,7.5
18285395,7
18286640,8.5
18286835,7.5
18286907,9
18287966,7
18288908,9
18293822,7
18294974,7.5
18299774,0
18307709,8
18309476,7.5
18311555,8.5
18322787,0
18344366,0
18344561,0
18348653,0
18356012,7
18357164,9
18357245,0
18361526,7
18361679,7.5
18373721,7
18374837,7
18375269,7.5
18384752,7.5
18388007,9
18392942,0
18396614,0
18411968,0
18414641,0
18414866,0
18431189,7
18431828,9
18432026,7.5
18440453,0
18443303,7.5
18445604,9
18449288,0
18451400,8.5
18453758,0
18454850,0
18462221,0
18468788,7
18478763,7
18482000,8
18484868,7.5
18485975,7.5
18490172,6
18490730,0
18492206,0
18493427,0
18494090,7
18498377,0
18506117,8
18527825,0
18529859,6.5
18531731,7.5
18533639,9
18534209,7.5
18540653,8.5
18541607,7.5
18542513,7.5
18544232,7.5
18545387,0
18545477,7.5
18549674,7.5
18551000,8
18552896,8.5
18552938,7.5
18557786,8
18557987,8
18620195,0
18621848,8
18623975,7.5
18626696,7.5
18628973,7
18629855,7
18631433,0
18633395,8
18635126,7.5
18635966,7
18636269,0
18636803,7.5
18643565,9
18644324,7.5
22820468,7
25251353,8
25520108,0
25574168,6
25607909,7
25813637,0
25852781,0
25865129,0
26114234,0
26123207,0
26253077,18
26464502,0
26480042,8
26759327,0
26784464,15
26885171,8.5
26907143,6.5
27331106,0
27371432,0
27448013,8
27547133,8.5
27561080,7.5
27653987,6
27657182,8
27680402,0
27790838,7.5
28003286,8
28220639,8
28259840,0
28296095,8
28307438,7.5
28476638,7
28510799,0
28669763,12.5
28806395,7
28818728,6
28848866,6.5
28856048,7
28870784,0
28875638,8
28927427,8
28957850,8
29028035,8
29109155,6.5
29113607,7
29153180,7.5
29235356,7.5
29250635,0
29251742,8
29258447,8
29290190,6.5
29364221,0
29364560,8
29416634,7
29485124,7
29504516,7.5
29518325,8
29521538,7
29593679,6.5
29641244,18
29672612,7.5
29717159,0
29720228,0
29740844,8
29753444,8
29753678,0
29768141,0
29771597,0
29777558,8
29802452,9
29824742,0
29891894,12.5
29893127,7.5
29894414,0
29922239,0
30000023,8
30000503,6.5
30000521,7.5
30000548,7.5
30000782,8
30000827,7.5
30000830,7.5
30000917,6.25
30000962,8
30001034,7
30001112,7
30001115,7.5
30001361,0
30001493,6.5
30001496,0
30001547,8.5
30001592,8.5
30001787,8
30001790,7
30001850,7.5
30001913,7.5
30002000,9
30002003,0
30002099,0
30002126,0
30002165,8
30002300,0
30002306,9
30002432,7.5
30002480,7.5
30002633,0
30002723,7
30002792,0
30002813,7
30002837,7.5
30002921,0
30002969,7.5
30003020,8
30003023,0
30003059,7
30003062,7.5
30003152,8
30003257,0
30003263,6.5
30003296,8
30003347,7.5
30003674,7.5
30003875,7
30003968,6.5
30003989,7
30003995,8
30004034,8
30004046,8
30004064,0
30004154,8
30004286,0
30004346,8
30004382,0
30004433,8
30004520,8.5
30004523,8
30004595,8
30004619,7
30004622,8
30004655,0
30004658,8
30004916,0
30005024,8
30005087,7
30005096,7.5
30005165,0
30005246,0
30005264,7
30005300,8
30005312,8
30005360,8.5
30005372,7
30005402,8.5
30005414,6.5
30005426,8
30005555,7.5
30005681,6.5
30005684,7
30005726,6
30005798,8
30005855,0
30005888,7
30005909,8.5
30005942,7
30006116,6
30006296,8
30006350,7
30006461,7
30006476,0
30006569,7.5
30006764,7.5
30006779,0
30006794,7.5
30006839,6.5
30006857,0
30006950,8.5
30006956,0
30006995,8.5
30006998,7
30007115,8.5
30007187,0
30007286,8
30007304,0
30007718,7.5
30007742,0
30007781,0
30007874,7.5
30008015,7
30008060,7
30008135,0
30008144,0
30008153,0
30008168,0
30008180,0
30008195,9
30008198,7.5
30008210,8
30008216,8
30008246,8
30008288,8.5
30008339,0
30008351,8
30008378,7.5
30008519,7
30008534,0
30008558,9
30008561,8
30008681,7.5
30008765,8
30008789,8
30008894,0
30008984,6.5
30009002,7.5
30009188,8.5
30009251,7
30009326,6.5
30009329,7
30009353,7
30009371,0
30009398,0
30009449,0
30009530,8.5
30009533,8
30009566,8
30009665,0
30009680,0
30009689,7
30009698,8
30009704,8
30009719,7
30009725,7.5
30009782,0
30009800,6.5
30009869,7.5
30009926,7
30009953,8.5
30009968,7
30010100,7.5
30010265,7.5
30010274,6
30010280,0
30010310,7
30010325,9
30010388,6.5
30010424,7.5
30010595,0
30010697,7.5
30010721,8.5
30010760,8.5
30010781,7
30010835,7.5
30010847,7
30010874,6.5
30010955,6.5
30011003,0
30011063,0
30011114,6.5
30011123,0
30011150,7.5
30011168,7
30011183,7.5
30011396,0
30011426,0
30011546,0
30011630,8
30011693,8
30011738,6
30011936,9
30011969,8
30012245,9
30012362,7.5
30012905,0
30013100,8
30013148,7
30013262,8.5
30013358,8
30013439,7
30013514,0
30013526,6.5
30013649,7
30013733,8.5
30013742,0
30013754,7
30013763,0
30013907,7
30014054,8.5
30014066,7.5
30014639,8.5
30014645,8.5
30014651,9
30014654,8
30014657,8.5
30014660,9
30014663,8
30014666,9
30014669,9.5
30014672,7
30014675,0
30014678,9.5
30014690,8.5
30014699,9
30014744,8.5
30014861,8
30015182,8
30015449,7.5
30017624,7
30017681,7
30018122,7.5
30018857,7.5
30019829,6
30020120,0
30020225,8
30020516,0
30021353,6.5
30021992,7.5
30022016,7.5
30022193,7.5
30025223,7
30027248,7
30027758,8
30028688,0
30029732,9
30029780,7.5
30030647,8
30031706,7.5
30031844,0
30032168,0
30032612,8.5
30033158,8
30033182,6.5
30033869,6.5
30034160,8
30034403,8.5
30035285,8
30036098,6
30036590,8
30036785,0
30036923,6
30037496,7.5
30037787,7
30038516,0
30039878,7
30041165,8.5
30042155,7.5
30043247,0
30043400,7.5
30046202,7
30046268,7
30047399,7
30047861,7
30048503,8
30049385,8.5
30049724,7.5
30049805,7.5
30050138,7.5
30050315,7
30051734,9
30053498,8
30053594,8
30053942,7.5
30054407,8
30054626,8
30054731,8.5
30055466,7.5
30055661,0
30055823,0
30056372,8
30056438,0
30056639,7.5
30056753,0
30057614,8
30058187,9
30059336,8
30059474,9
30060575,8.5
30060737,0
30063095,7.5
30067037,8
30068186,9
30073151,0
30074114,0
30074267,0
30075104,0
30075872,0
30079589,6
30079766,7.5
30098762,0
30098915,0
30098939,0
30099089,0
30099137,0
30099218,0
30099242,0
30100820,0
30103379,8.5
30105761,0
30106214,7.5
30146846,0
30148880,0
30148904,7.5
30167252,7
30168533,9
30170435,6
30181892,7
30191819,0
30195554,0
30197213,0
30197852,0
30199748,8.5
30200501,0
30200816,0
30201167,0
30202097,8.5
30204965,0
30206048,0
30209522,0
30209837,0
30212888,8
30216005,0
30216956,8
30218702,0
30223700,9.5
30226106,7.5
30226616,7.5
30226769,8.5
30226793,7.5
30228755,0
30229847,7
30231581,7.5
30232187,0
30232277,0
30232544,7.5
30241871,0
30242630,8
30242744,0
30242801,8.5
30247556,7
30249671,8
30249986,8
30251360,0
30252392,8
30254405,7.5
30254495,9
30261704,8.5
30267026,0
30272915,8
30276077,7
30276668,8
30277007,9
30278333,6
30279413,9
30280610,7.5
30281402,7
30287087,0
30288587,0
30289178,8
30294596,0
30294686,7.5
30295130,0
30296408,0
30296741,7
30298442,0
30299510,0
30301994,0
30303890,0
30305354,8
30308537,8.5
30308885,0
30309107,8
30309503,7.5
30311558,7
30316265,0
30319454,8.5
30319940,0
30320975,0
30321884,0
30323696,9
30325820,0
30333560,8
30333584,7.5
30336695,7
30337916,0
30338798,0
30344345,6
30344726,6.5
30345158,8
30352946,0
30352994,0
30358364,15
30364136,0
30364274,0
30365309,7.5
30365447,0
30371981,0
30377351,6
30378698,10
30381863,8.5
30386729,7.5
30393119,0
30395108,0
30401990,0
30407045,8
30409541,0
30410057,7.5
30410939,7
30413078,0
30419054,8
30423080,8.5
30423161,9
30423233,8
30428324,8.5
30429461,7
30430262,7.5
30433751,9
30433775,7.5
30434333,6
30435170,0
30435275,7.5
30436181,0
30437402,0
30439064,7
30439307,7
30440828,7
30445097,8
30445421,6
30445583,8.5
30445736,7.5
30446957,0
30447350,0
30448361,7.5
30451646,0
30452819,7.5
30452948,7.5
30456062,7
30457040,0
30459131,7.5
30459737,0
30462071,0
30462539,8.5
30463316,0
30464441,7
30464957,8.5
30466166,8
30467654,8.5
30474323,7
30477101,0
30477593,0
30477635,7.5
30478880,8
30480920,7
30484628,0
30485138,7.5
30485825,7
30485849,0
30487106,0
30489755,8.5
30490685,7
30491195,0
30491777,8.5
30491882,7.5
30495707,0
30499196,0
30499901,0
30500168,0
30500321,8.5
30501029,7.5
30501401,8.5
30501578,0
30501602,8.5
30501668,0
30501845,0
30505586,7.5
30505610,7.5
30505982,0
30506120,0
30506936,8
30507530,0
30508808,0
30508817,0
30509075,7.5
30509432,6
30509609,8
30509924,7.5
30510719,7.5
30511454,0
30511649,0
30512450,0
30512474,0
30512951,6.5
30513974,0
30514541,8.5
30516218,7
30516380,0
30516881,6
30516914,0
30517019,0
30517334,7.5
30517706,8
30518168,0
30518459,8.5
30518483,8
30521285,8.5
30522704,0
30523319,0
30523343,0
30523472,8.5
30525134,8
30525773,8
30526064,7.5
30526412,7
30527432,0
30527585,8
30528227,0
30528932,0
30528980,6.5
30529109,0
30531014,0
30532178,0
30532445,7
30532931,0
30533294,0
30533618,8
30533885,8
30534851,7
30534989,0
30535724,7.5
30535871,7.5
30537002,9
30537863,9
30538106,7.5
30538568,7
30539741,7
30540413,8
30542468,7.5
30542936,0
30543287,0
30544460,0
30545318,8
30546131,7.5
30546737,0
30546980,8
30547571,0
30547667,0
30547772,7
30548129,0
30548258,7
30549854,15.5
30551027,0
30551465,7
30551756,0
30552503,8
30553013,8.5
30553433,7
30553628,0
30554186,0
30556301,4
30556349,9
30556592,7
30556907,7.5
30560348,7.5
30560534,7.5
30561209,0
30561896,0
30562229,7.5
30562601,8.5
30562697,8
30562778,9
30563288,8.5
30564044,0
30564812,8
30565370,7.5
30565961,7
30565985,7
30566762,7.5
30566834,8
30566939,0
30566987,8.5
30567752,7.5
30568286,0
30569078,7.5
30570212,8.5
30570989,7.5
30572711,0
30573815,7.5
30574211,0
30576803,0
30577847,0
30578906,0
30579032,7
30579848,0
30580868,7.5
30580916,8
30581336,0
30581474,0
30581951,7
30582101,7.5
30582149,0
30582302,0
30582707,0
30582836,0
30583613,0
30584738,0
30585461,0
30585485,0
30585728,8
30585914,0
30587168,6.5
30587369,0
30587459,8.5
30587927,8
30588311,0
30588578,8.5
30588821,0
30589007,0
30589088,8.5
30589250,0
30589799,0
30590285,8
30590528,7.5
30590795,0
30592829,7
30593960,0
30595040,8.5
30595574,0
30595970,0
30598352,7.5
30598505,8
30598571,7.5
30599792,7.5
30601451,0
30601766,6
30606230,8.5
30606893,0
30607184,0
30607775,7.5
30609017,7
30610214,7.5
30611402,8
30611807,7.5
30612062,7.5
30612191,0
30612482,0
30612554,0
30614189,0
30614237,8
30614657,0
30616352,7.5
30616886,8
30617420,0
30617816,8
30617864,7
30617921,0
30618119,7
30619049,0
30621083,0
30621608,0
30621875,0
30623291,0
30624305,7
30624686,0
30625130,7
30625211,7.5
30626942,7
30627269,7.5
30628556,0
30628604,0
30629348,0
30630458,8.5
30630611,8
30632051,7
30635816,8
30636629,6.5
30637316,0
30637421,0
30640190,8
30641387,0
30646070,8
30647858,0
30648848,8
30648872,7
30649892,0
30657668,0
30659972,7.5
30664976,7
30665687,8
30665858,7
30665930,6.5
30666743,7
30668798,6.5
30669464,0
30669683,7
30670055,7
30675473,8
30675764,9
30675935,9
30677285,7.5
30677552,0
30685061,0
30685505,0
30686153,9
30691820,8.5
30703862,0
30704792,0
30707885,0
30713303,0
30713570,0
30713594,0
30713651,0
30713675,0
30728429,9
30741914,6.5
30746309,6.5
30748214,0
30748271,0
30748343,0
30748448,0
30748496,0
30748538,0
30748610,0
30752105,0
30752906,0
30760577,8.5
30763775,8
30769436,0
30770561,0
30770585,0
30772481,0
30774515,0
30794732,7.5
30798395,7
30800231,0
30804614,0
30811955,9
30814457,8
30814943,9.5
30816638,0
30821219,7
30822986,8
30823673,0
30824894,0
30826127,6.5
30827147,0
30829334,6.5
30832865,7
30834122,7.5
30838283,7.5
30838946,0
30840671,6.5
30842603,0
30850226,8
30851528,8.5
30859595,0
30861854,0
30862826,6.5
30867638,7
30871958,0
30879944,8
30884897,0
30893474,7
30895985,0
30896648,8
30905741,8
30906827,0
30914891,0
30914915,0
30915137,0
30920204,0
30920624,0
30921098,0
30925898,0
30930173,0
30930683,7.5
30931589,0
30932414,0
30943526,0
30944456,0
30947993,0
30948071,7
30949073,7.5
30949535,0
30951035,0
30951260,0
30954977,7.5
30955220,7
30957383,8
30958289,7
30959687,8
30960992,8
30964514,7.5
30969035,7.5
30970676,8
30973106,0
30973349,0
30974837,0
30976604,0
30976757,0
30978011,0
30978347,0
30980159,6.5
30984137,7.5
30985811,0
30986102,0
30988355,0
30988508,8
30993536,0
30995729,0
30995954,7
30996347,0
30996986,0
30997382,6.5
30998183,7.5
30998894,0
31003310,0
31003529,0
31004879,0
31006088,7.5
31006751,7.5
31006937,0
31007948,8
31009028,0
31009124,0
31010378,0
31010735,0
31011287,0
31011482,0
31012193,0
31014398,8
31014818,0
31016306,7
31020509,0
31023983,0
31024841,8
31025285,0
31025705,7.5
31025795,0
31026194,0
31027634,0
31031075,7.5
31031318,0
31031747,0
31033328,7
31034921,7.5
31034945,8.5
31034969,0
31035014,0
31035539,0
31037618,0
31038503,0
31039409,0
31039433,8
31039724,8
31039805,0
31039895,0
31040138,8
31041152,7
31043174,0
31043741,8.5
31044803,0
31044908,0
31045685,8
31048034,0
31049183,0
31049579,8
31049717,0
31049951,0
31051796,0
31052177,7.5
31053338,7.5
31054001,0
31055351,0
31055642,0
31055690,0
31055732,0
31055957,0
31056035,0
31056431,0
31059200,0
31060211,6.5
31060220,0
31063241,0
31063418,0
31063556,7
31064615,0
31065011,0
31065032,0
31065056,0
31067603,8
31067627,0
31067708,0
31068125,0
31069790,0
31070963,8.5
31071041,7
31071800,8.5
31072019,9.5
31072196,7.5
31072238,0
31072706,8.5
31073192,7.5
31073684,0
31073774,0
31074053,0
31074158,0
31076795,0
31077590,0
31079006,6.5
31079402,8.5
31083104,6.5
31086278,0
31086635,0
31088033,7.5
31088147,0
31089995,0
31091168,7.5
31091192,0
31093136,0
31094042,0
31094447,0
31097054,7.5
31098263,0
31098644,7
31099970,0
31100480,7.5
31100609,0
31101005,0
31101737,0
31106909,0
31106933,0
31107431,8
31112600,0
31113251,0
31114877,0
31114958,7
31115402,0
31115807,0
31117169,0
31117283,0
31117679,0
31117727,0
31118165,0
31118213,7.5
31119227,8.5
31120109,7.5
31121015,8
31121087,0
31121153,0
31121501,0
31122563,8
31123736,0
31124198,0
31124222,0
31125503,7
31125698,0
31127339,0
31127453,0
31137659,7.5
31137884,6.5
31137950,0
31137974,7.5
31138322,0
31138541,8
31138856,7
31139471,7
31139834,0
31141097,0
31142198,0
31142780,0
31145210,0
31145873,0
31147502,0
31148327,7.5
31148594,0
31149164,0
31150337,7.5
31153091,0
31154288,8.5
31155569,0
31159196,7.5
31163771,0
31163795,0
31171697,0
31173884,0
31176647,0
31189247,0
31198568,0
31198721,8.5
31199279,7
31199327,7.5
31202054,8
31211690,8
31212212,0
31212260,0
31212374,0
31212479,0
31212503,0
31212617,0
31212698,0
31216373,0
31220348,0
31221500,8
31222430,0
31222802,7.5
31223183,0
31223384,8
31224464,8.5
31224569,9
31226009,0
31229192,0
31231871,8.5
31234082,8
31234883,7.5
31235036,7.5
31253201,7
31261217,0
31270877,7
31273193,0
31274432,7.5
31275227,0
31275422,0
31282433,8
31282457,7
31282700,0
31284662,7
31285721,0
31286546,8
31290134,7.5
31290353,7.5
31297712,8.5
31303373,8.5
31304231,7
31308080,0
31310975,0
31310999,8.5
31311950,0
31325954,0
31328798,0
31334855,8
31336751,6
31337090,7.5
31337309,0
31337996,8.5
31338590,8
31345514,7
31346597,7.5
31347653,7
31348001,8.5
31352168,0
31362026,7.5
31364153,8
31367108,8
31369190,8
31371047,0
31374269,8.5
31375199,7
31375757,0
31376930,0
31379069,7
31385003,8
31387652,0
31389314,8
31392407,7
31392755,7.5
31394081,7.5
31394171,6
31397426,8
31399499,7.5
31412882,0
31424042,0
31424333,7.5
31425275,7
31425437,6.5
31438409,7.5
31439210,7.5
31440344,7
31443833,0
31451282,0
31455851,0
31466093,8.5
31468880,0
31471025,7.5
31482257,6
31482524,0
31491473,0
31491602,8
31492427,0
31500986,0
31506728,7
31509869,0
31513052,7
31515239,8.5
31518470,8
31518641,0
31520177,8
31520258,0
31520282,7.5
31520306,8
31520411,0
31520597,8
31521911,0
31522097,6
31523537,0
31528502,7.5
31529279,7
31530761,8
31539806,0
31545734,0
31545815,7
31545839,8
31545887,6.5
31554659,0
31557137,8
31566383,7.5
31571870,8
31582610,0
31583006,8.5
31588400,0
31589525,0
31590788,0
31593089,0
31596008,0
31597403,0
31600829,0
31603727,0
31606862,0
31607969,0
31609316,8.5
31609421,0
31611479,0
31613210,0
31614002,0
31621727,0
31626362,0
31626854,0
31629326,0
31630385,8
31632176,0
31633349,0
31637396,0
31637882,0
31639454,8.5
31643471,7
31653917,9
31654199,0
31659593,8
31659683,0
31661738,8
31662623,7.5
31667018,0
31667552,7
31668947,7.5
31670225,7.5
31670468,0
31671287,7.5
31671773,7
31673099,0
31675061,0
31676129,6.5
31676420,0
31678178,8.5
31682102,0
31683692,0
31687181,8
31692641,7.5
31694597,0
31716965,8.5
31717724,0
31717805,6.5
31720397,7
31720769,0
31728416,7.5
31736714,0
31740245,8
31744544,0
31744916,7.5
31760366,0
31763282,0
31763501,0
31767617,0
31768895,0
31769096,0
31782143,0
31782911,0
31783826,0
31786652,0
31791269,7.5
31791359,7
31793219,0
31824704,0
31826273,8.5
31853618,0
31862297,7.5
31862378,8
31862402,6.5
31862468,8.5
31862540,8.5
31862564,0
31862621,8.5
31862669,8.5
31886762,0
31886786,0
31888925,0
31888949,0
31888973,0
31888997,0
31894502,0
31899986,0
31900382,0
31911170,0
31911194,0
31911299,0
31920788,8
31922891,7
31928309,0
31930319,7.5
31933259,0
31933283,0
31937330,8.5
31937354,0
31938386,8
31941374,6
31952141,0
31959455,0
31969358,0
31971392,0
31973252,7
31975487,0
31976684,7.5
31978160,0
31979714,0
31980953,7.5
31981664,8
31981988,0
31983488,7
31983560,0
31983755,7
31984556,0
31985438,0
31987277,7.5
31991939,7.5
31997705,0
31998299,8
32000516,8
32001968,7
32002235,7
32002679,8.5
32004665,8
32010728,7
32011487,7
32012684,0
32013497,7
32014160,7.5
32014646,8.5
32017958,0
32025119,7.5
32025587,8
32025920,6
32047361,7
32061332,8
32065250,6.5
32094854,8.5
32100602,0
32101508,8
32104634,0
32113316,0
32114885,0
32140337,7
32153972,6.5
32176898,6.5
32219726,6.5
32219750,0
32226755,8.5
32228486,0
32234672,0
32245145,0
32247074,0
32247842,8.5
32251346,7.5
32258018,8.5
32270117,8.5
32287073,7.5
32322905,0
32325935,8
32326184,7.5
32326865,8
32335376,0
32336039,8.5
32336945,0
32344775,8
32348054,8
32348807,7
32352203,0
32356097,8.5
32379224,0
32385872,0
32405846,0
32413331,0
32423177,7
32465654,7.5
32490500,7
32492627,7.5
32500799,0
32507165,7
32511071,0
32512073,0
32516744,7.5
32518130,7
32526599,7
32537675,8
32550326,0
32552339,8.5
32552606,8
32554793,8.5
32556116,0
32559185,0
32560010,8
32561159,0
32561336,0
32561360,0
32574620,0
32579921,0
32579945,0
32579969,0
32583065,8.5
32593808,0
32594900,0
32594981,0
32595227,9
32595422,8
32595842,0
32595866,0
32602700,0
32620037,0
32621234,8
32626976,8.5
32628695,0
32628872,8
32630135,7
32633762,0
32650298,0
32650499,0
32651939,7
32654927,7.5
32656508,0
32659496,9
32662484,8
32663456,7
32667653,6.5
32671553,8.5
32674184,0
32675132,7
32677610,0
32677739,7.5
32678030,8
32680574,9
32681189,0
32681747,6.5
32684573,0
32684921,0
32685362,0
32686364,8.5
32691710,8.5
32693942,0
32694293,0
32713418,0
32743007,7.5
32747807,0
32750876,7
32909087,7
32945129,0
32952662,0
32975534,7.5
32981495,0
32983706,7.5
32987132,0
32992484,0
33010892,8.5
33020447,0
33041783,9
33055907,0
33075164,0
33090887,0
33107705,8
33115424,7.5
33116258,8.5
33118955,8
33119933,8
33126389,8
33128984,6.5
33138770,8
33139304,7.5
33141023,7
33146024,8
33231116,0
33236450,0
33246887,9
33249917,9
33274079,0
33274298,0
33274499,0
33281156,0
33290015,8.5
33296162,0
33312212,0
33333572,0
33335498,0
33349775,0
33349799,0
33349841,0
33349913,0
33349937,0
33350333,0
33351017,8.5
33352448,9
33352496,8
33352829,0
33353735,9
33354110,0
33354134,0
33355064,9
33355169,9
33356900,0
33356924,0
33357203,9.5
33357470,8
33357713,8.5
33358328,0
33359306,0
33359420,8
33360173,0
33360302,0
33361475,0
33362009,0
33362252,0
33362519,0
33371984,0
33378920,0
33390797,0
33393422,0
33396563,7.5
33420638,0
33430217,0
33431738,7
33434393,0
33437333,7
33440225,8
33440783,7
33441086,0
33447014,0
33447167,0
33449933,0
33459620,0
33459902,7
33477605,0
33487919,0
33494348,0
33510140,7
33594947,0
33602708,0
33611552,0
33620573,0
33632201,0
33729899,0
33739892,0
33751082,0
33778583,0
33800138,0
33820397,8.5
33824486,0
33830381,0
33845603,0
33846812,0
33872423,0
33878189,0
33908303,0
33910175,0
33910823,0
33916298,0
33923996,0
33925853,0
33961181,0
33967004,0
33976664,0
33994349,0
34008893,0
34060871,0
34060919,0
34070846,0
34076684,0
34133741,0
34134407,0
34134755,0
34135046,0
34149710,0
34170650,0
34171313,0
34173347,0
34174916,0
34175951,0
34176368,0
34177031,0
34177766,0
34178033,0
34179266,0
34181903,0
34183007,0
34195979,0
34199138,0
34204100,0
34210328,0
34221293,0
34223510,0
34223615,8
34227368,0
34227950,0
34235477,0
34243454,0
34244426,0
34254857,0
34291343,0
34293110,0
34345016,0
34348772,0
34778144,0
34782317,0
35206676,0
35865770,0
