StudentID,Pract. Onderzoek & Rapp.,Propedeusethese,Wetens. en Stat. Redeneren,Wetensch. & Stat. Redeneren
31153091,9.0,,7.5,
31155302,8.0,,7.5,
31157519,,,7.0,
31160855,8.0,,7.5,
31200566,9.0,,,6.0
31226009,6.5,,,6.0
31230794,9.0,,,7.5
31231871,7.5,,8.0,
31232558,7.5,,,7.5
31273679,7.5,,,6.0
31285745,,6.0,,
31286651,9.0,,8.5,
31291121,7.5,,,6.0
31294223,,,,
31314113,7.0,,,6.5
31320443,8.0,,8.0,
31322570,7.0,,6.0,
31332356,6.0,,,6.0
31343585,8.0,,,6.5
31345796,6.5,,,7.0
31348001,7.0,,6.5,
31351949,,,,6.5
31352168,7.0,,6.5,
31353311,9.5,,,8.0
31356704,,,,
31365338,7.0,,,
31374560,7.5,,,7.5
31374827,7.0,,,6.0
31379045,,,,6.0
31388453,6.5,,,6.0
31392407,,8.0,,
31399499,,6.0,,
31404668,8.5,,7.0,
31406843,9.0,,,7.0
31410626,6.0,,,6.0
31411847,8.5,,,8.5
31425437,,6.0,,
31455851,8.0,,,7.5
31466093,8.5,,,7.0
31468880,6.5,,,8.0
31494122,7.0,,,8.0
31500161,6.5,,,6.0
31502360,7.0,,,6.5
31503392,8.5,,,6.0
31505738,6.5,,,6.0
31506728,8.5,,,8.5
31507286,7.0,,,6.5
31509869,6.5,,,6.5
31510226,8.5,,,6.0
31512590,6.0,,,6.0
31515239,,6.5,,
31517900,6.5,,,6.0
31518470,,8.0,,
31520177,,7.5,,
31520258,,8.0,,
31520282,,8.0,,
31520306,,7.0,,
31520330,,6.0,,
31520411,,7.0,,
31521296,7.5,,,7.0
31521911,,8.0,,
31522097,,7.0,,
31523375,8.5,,,7.0
31523399,6.5,,,6.5
31523537,7.0,,,6.5
31525547,,7.0,,
31526429,8.0,,,6.0
31527734,7.5,,,8.0
31529279,,7.5,,
31529741,,,,
31530761,,7.5,,
31537991,8.5,,,6.5
31539806,9.0,,,8.5
31543232,6.5,,,6.5
31543676,9.0,,,8.0
31543967,6.5,,,8.0
31545734,,6.5,,
31545815,,6.5,,
31545839,,8.5,,
31545887,,7.0,,
31546220,8.0,,,7.0
31546664,6.0,,,6.0
31546859,6.0,,,6.0
31547279,7.0,,,6.0
31554659,6.5,,,8.0
31556471,8.0,,,7.5
31557137,6.5,,,6.0
31561118,8.0,,,7.5
31561385,7.0,,,
31563596,,,,7.0
31563638,7.5,,,7.5
31565084,6.0,,,7.5
31566383,7.0,,,8.0
31571093,7.0,,,6.5
31571555,6.0,,,6.0
31573079,6.5,,,6.5
31573370,6.5,,,6.5
31579694,8.5,,,6.5
31579889,6.0,,,7.0
31580552,6.5,,,6.0
31581785,6.0,,,6.5
31582610,7.5,,,7.0
31582739,7.0,,,6.0
31582958,7.0,,,6.0
31584110,7.0,,,7.5
31584134,6.0,,,
31584215,6.0,,,6.0
31584458,6.5,,,6.0
31585307,7.5,,,7.0
31587050,7.5,,,7.0
31588481,8.5,,,7.5
31589039,7.0,,,7.0
31589087,7.0,,,7.0
31589525,6.5,,,6.5
31589816,8.5,,,6.0
31590788,8.0,,,6.5
31592147,7.0,,,6.0
31592276,8.0,,,6.0
31592324,7.0,,,6.5
31592405,7.5,,,6.5
31592471,6.5,,,6.5
31592891,6.0,,,7.0
31593113,7.0,,,7.0
31593752,7.0,,,7.0
31594811,7.0,,,6.0
31597403,7.5,,,8.0
31598132,9.0,,,8.0
31598705,7.5,,,7.0
31599437,7.0,,,6.0
31599542,6.5,,,6.0
31600214,6.5,,,6.0
31600829,8.5,,,9.0
31601984,6.0,,,6.0
31602086,6.5,,,7.0
31602134,6.5,,,6.5
31602506,8.5,,,7.0
31603727,6.5,,,7.0
31603898,7.0,,,6.0
31605422,7.0,,,6.0
31606004,6.0,,,6.5
31606862,6.5,,,7.5
31607921,7.0,,,6.0
31607969,6.5,,,7.0
31608854,8.5,,,7.5
31609292,7.5,,,7.0
31609316,8.0,,,7.5
31609421,7.0,,,6.5
31610117,6.5,,,7.0
31610756,7.0,,,6.5
31612190,7.0,,,6.0
31613210,8.0,,,8.5
31613825,7.5,,,6.5
31614002,8.0,,,8.0
31615793,8.5,,,6.5
31616990,7.5,,,6.0
31617488,6.0,,,6.5
31617512,6.0,,,7.0
31618199,6.0,,,7.0
31618928,9.0,,,9.5
31619105,6.0,,,6.0
31619243,6.0,,,6.0
31619954,9.0,,,7.5
31620620,7.5,,,6.5
31620797,,,,6.5
31621727,6.5,,,6.5
31626362,7.5,,,7.0
31626629,8.0,,,8.0
31626854,6.5,,,6.5
31627583,7.5,,,6.5
31628804,8.5,,,6.0
31629326,9.0,,,7.5
31630037,7.0,,,7.0
31631453,7.0,,,6.0
31631825,8.0,,,6.0
31633154,7.0,,,6.0
31633349,6.0,,,6.0
31633568,6.5,,,6.0
31633745,6.0,,,6.0
31635650,8.5,,,6.5
31636199,7.0,,,7.0
31636556,7.5,,,7.0
31637396,7.5,,,6.0
31637906,8.0,,,8.0
31639601,8.0,,,7.0
31639673,7.0,,,6.5
31639916,7.5,,,6.0
31640045,6.0,,,
31640384,6.5,,,
31640627,7.5,,,7.0
31642613,7.5,,,7.0
31642790,8.5,,,7.5
31642832,6.5,,,6.5
31643471,7.5,,,8.0
31644356,7.0,,,7.5
31644404,8.5,,,6.0
31645172,,,,
31645658,9.0,,,8.5
31646684,7.0,,,7.0
31646831,7.5,,,7.0
31648517,7.5,,,6.0
31648694,8.5,,,7.0
31648751,,,,6.0
31649681,6.0,,,6.0
31651793,7.5,,,7.0
31652174,9.0,,,7.5
31652741,6.5,,,6.5
31656428,7.5,,,6.5
31656614,7.0,,,7.0
31658135,7.5,,,6.5
31659197,,,,6.0
31659683,8.0,,,8.0
31659788,8.0,,,7.0
31660127,9.0,,,8.5
31660208,,,,
31660322,7.5,,,8.5
31662623,8.0,,,6.5
31663019,7.0,,,7.5
31663238,7.5,,,8.0
31663391,8.0,,,8.0
31664393,7.0,,,7.0
31664660,7.5,,,6.0
31664684,8.0,,,7.5
31665053,8.0,,,8.5
31665158,7.5,,,8.0
31665425,6.0,,,6.5
31666331,7.5,,,7.5
31667018,6.0,,,7.5
31667681,8.5,,,8.0
31668341,6.5,,,7.0
31668518,7.5,,,6.0
31668656,7.0,,,6.0
31671062,8.5,,,7.0
31671287,7.5,,,6.5
31671773,,,,
31672040,6.5,,,7.5
31672193,7.5,,,6.5
31672808,6.5,,,6.5
31672970,8.0,,,7.5
31673099,7.0,,,6.5
31673657,7.0,,,6.5
31674422,9.0,,,7.5
31674737,8.0,,,8.5
31675004,7.0,,,6.5
31675061,8.5,,,8.5
31675352,,,,
31675595,,,,
31675796,7.5,,,6.5
31676420,8.5,,,6.5
31677071,8.0,,,6.0
31677386,7.0,,,6.5
31677563,7.5,,,6.5
31678268,6.0,,,6.0
31678607,7.0,,,6.0
31678736,6.5,,,6.0
31678979,7.5,,,7.0
31680404,7.0,,,7.0
31682078,7.0,,,8.5
31683206,7.0,,,8.0
31683983,6.5,,,6.0
31684694,9.5,,,6.5
31684799,6.5,,,6.5
31685771,8.5,,,8.5
31686656,7.5,,,8.0
31688564,8.0,,,6.5
31688759,6.5,,,6.5
31689968,8.5,,,6.5
31690016,8.5,,,7.0
31690121,6.5,,,7.0
31690484,,,,
31691657,7.5,,,7.0
31691828,7.0,,,7.0
31692641,8.0,,,6.5
31694597,7.5,,,6.5
31694969,6.0,,,6.5
31695806,7.0,,,6.0
31695830,7.0,,,7.5
31696268,6.0,,,7.5
31715618,7.0,,,6.5
31716284,8.0,,,7.0
31717724,8.0,,,7.0
31718186,6.5,,,7.5
31718453,8.0,,,7.0
31718558,8.5,,,8.0
31719047,7.5,,,6.0
31719467,7.5,,,7.0
31720568,7.0,,,8.0
31720769,6.5,,,6.0
31725080,8.5,,,6.0
31727159,7.0,,,6.0
31727450,9.0,,,6.5
31728416,7.0,,,6.5
31728440,8.5,,,6.5
31729637,8.5,,,7.0
31730696,6.5,,,6.0
31733750,9.5,,,7.5
31735646,9.0,,,8.0
31735913,8.5,,,7.5
31736090,6.5,,,6.0
31736714,8.0,,,7.5
31736948,7.0,,,7.0
31739378,6.0,,,6.5
31739693,7.0,,,6.0
31741046,6.5,,,6.5
31741604,,,,6.0
31741823,7.5,,,8.0
31742000,7.5,,,8.5
31742243,,,,6.0
31742882,6.5,,,7.0
31744163,6.5,,,7.5
31744454,8.5,,,7.0
31744544,8.0,,,9.0
31744916,7.0,,,7.0
31745069,8.0,,,8.0
31745207,6.0,,,6.0
31746149,7.0,,,6.5
31747370,6.5,,,7.5
31749485,6.5,,,6.0
31749509,9.0,,,7.5
31760237,,,,6.0
31760366,7.5,,,7.0
31760585,7.0,,,6.0
31761131,8.0,,,6.5
31761203,8.5,,,8.0
31761641,7.0,,,8.0
31761932,8.5,,,8.0
31762085,7.5,,,6.0
31762667,7.5,,,7.0
31763258,9.0,,,8.5
31763282,8.0,,,8.5
31763501,7.0,,,6.0
31763549,6.0,,,7.0
31763768,7.5,,,8.0
31763816,7.0,,,7.0
31764014,7.5,,,7.5
31764167,6.0,,,6.0
31764296,7.0,,,6.0
31764587,7.0,,,6.0
31764920,8.0,,,6.5
31765874,7.0,,,7.0
31765955,6.0,,,6.0
31766003,8.0,,,7.0
31766441,8.0,,,7.5
31766537,9.5,,,8.0
31767236,,,,
31767617,9.0,,,9.0
31767899,7.5,,,7.0
31768409,6.0,,,6.5
31768895,7.5,,,6.5
31768943,6.0,,,6.5
31769096,7.0,,,6.5
31769711,8.0,,,7.0
31771007,8.5,,,6.0
31771112,7.5,,,7.0
31771646,6.5,,,6.0
31772309,6.5,,,7.0
31773680,6.5,,,6.5
31774271,7.5,,,6.0
31774538,7.0,,,8.0
31775006,7.5,,,6.0
31775516,7.5,,,7.5
31775783,7.5,,,6.5
31780085,,,,6.0
31781087,7.5,,,8.0
31781411,8.0,,,8.0
31782143,7.0,,,7.5
31783316,,,,6.0
31783826,7.5,,,7.0
31784270,,,,
31784375,7.5,,,7.0
31784690,6.0,,,6.5
31785035,9.0,,,9.0
31785107,6.0,,,6.0
31786547,7.5,,,7.0
31786652,7.0,,,7.5
31787654,7.5,,,8.5
31787849,7.0,,,6.0
31787978,8.5,,,7.5
31788467,7.5,,,7.0
31789154,7.0,,,6.0
31789769,6.5,,,6.0
31790084,6.5,,,6.5
31791779,9.0,,,6.0
31795520,8.0,,,7.0
31825691,7.0,,,6.5
31825763,6.0,,,6.5
31833950,8.0,,,6.0
31847900,6.5,,,6.0
31854260,6.0,,,6.0
31871933,8.0,,,7.5
31876478,,,,6.0
31899581,6.0,,,6.0
31900382,7.5,8.0,7.5,
31925684,6.0,,,6.5
31927646,7.5,,,6.0
31931225,6.5,,,6.0
31935713,6.0,,,6.0
31940756,9.0,,,9.5
31941374,6.0,,6.0,
31949486,7.5,,,8.0
31951193,7.0,,,
31951259,7.0,,,7.0
31953026,8.0,,,7.0
31967687,8.0,,,6.0
31973252,,,8.5,
31974266,7.0,,,6.0
31980395,,,,
31980419,7.5,,7.0,
31981664,9.0,,8.0,
31981988,6.5,,6.0,
31983560,8.0,,6.5,
31985438,6.0,,7.5,
31987091,7.0,,,6.0
31987277,6.5,,6.5,
31991762,,,,
31998923,8.0,,6.0,
32001968,7.5,,7.5,
32002679,10.0,,8.5,
32004665,8.0,,6.0,
32005328,9.0,,7.5,
32010623,7.0,,6.0,
32010728,6.0,,6.0,
32013497,7.5,,7.5,
32015156,,,,
32025587,6.5,,6.5,
32029256,6.5,,,6.0
32030582,7.0,,,8.5
32047361,6.5,,6.0,
32049734,8.0,,,
32055695,6.5,,,
32087783,7.0,,,7.0
32089193,7.0,,,6.5
32091575,,,,6.0
32091737,6.0,,,6.5
32093258,7.0,,,
32093501,7.0,,,6.5
32097326,8.0,,,6.0
32098871,7.0,,,6.0
32099558,6.5,,,6.5
32099978,8.5,,,6.0
32102180,7.0,,,6.5
32128322,6.0,,,
32129672,7.0,,,6.0
32135582,7.0,,,6.0
32140556,7.0,,,6.0
32140733,9.0,,,8.0
32142011,6.5,,,7.0
32145707,9.0,,,8.5
32146880,,,,6.0
32151764,7.0,,,6.0
32152112,7.5,,,7.0
32154566,9.5,,,7.5
32154632,8.0,,,6.5
32155715,8.0,,,6.0
32157353,7.0,,,6.0
32158412,6.0,,,
32164613,8.0,,,8.0
32165648,7.5,,,6.0
32169008,8.0,,,6.5
32169206,7.0,,,6.0
32169716,6.0,,,6.0
32170889,7.0,,,6.5
32173448,7.5,,,6.5
32173538,8.5,,,8.5
32173853,6.0,,,6.0
32175992,6.5,,,6.0
32176193,6.0,,,6.0
32177366,,,,
32177432,6.5,,,6.0
32180501,7.0,,,8.0
32180678,8.0,,,8.5
32180792,8.0,,,6.0
32187815,7.5,,,6.0
32188664,7.0,,,6.0
32188883,7.5,,,6.5
32190341,7.0,,,7.5
32193191,,,,
32199434,9.0,,,6.5
32201909,6.0,,,6.5
32202107,7.5,,,7.0
32204186,7.0,,,6.0
32205419,6.0,,,6.0
32210267,6.5,,,6.5
32211695,6.5,,,6.0
32213555,6.0,,,7.0
32214044,8.0,,,6.5
32214392,,,,6.0
32215055,7.0,,,6.5
32215613,8.0,,,6.5
32215880,6.5,,,
32217218,8.5,,,6.0
32218415,6.5,,,6.0
32221142,7.0,,,7.0
32221943,7.5,,,6.5
32221967,7.0,,,7.5
32222162,9.5,,,9.0
32222873,6.0,,,6.5
32224301,7.0,,,6.5
32224502,7.0,,,6.0
32224664,7.5,,,8.0
32224721,8.0,,,7.5
32225036,8.0,,,6.0
32225417,7.5,,,6.0
32225675,7.0,,,7.0
32225813,7.0,,,6.0
32227241,7.5,,,7.5
32229032,6.0,,,6.0
32229104,6.5,,,6.5
32229323,6.0,,,6.0
32229428,,,,
32231360,7.5,,,6.0
32231450,7.0,,,6.0
32231822,6.0,,,7.5
32232860,7.0,,,6.0
32235404,8.5,,,7.5
32235533,,,,6.0
32235800,8.5,,,8.5
32236487,8.5,,,7.5
32236706,7.5,,,6.5
32240018,7.5,,,7.5
32240624,6.5,,,
32240843,7.0,,,6.5
32241632,,,,6.0
32244773,,,,6.0
32246342,6.5,,,6.0
32246366,6.5,,,7.0
32246723,6.5,,,7.0
32248400,7.0,,,6.5
32250521,9.0,,,7.5
32251718,9.0,,,8.0
32251880,7.5,,,7.0
32252123,,,,6.0
32253800,8.0,,,7.0
32253824,6.5,,,6.0
32255264,7.5,,,7.5
32256230,7.0,,,7.0
32257184,7.5,,,6.0
32257379,8.0,,,7.5
32258795,8.5,,,7.5
32259365,8.0,,,6.5
32259857,8.0,,,7.5
32262749,7.0,,,6.0
32263631,7.5,,,6.0
32263946,6.0,,,
32265227,8.0,,,7.5
32265866,9.0,,,9.0
32267063,7.0,,,6.0
32269688,7.0,,,6.0
32269874,8.0,,,6.5
32271260,6.5,,,6.0
32271455,7.0,,,7.0
32273291,8.0,,,6.5
32279000,6.0,,,6.0
32280506,8.0,,,7.5
32281064,7.0,,,6.5
32283599,7.0,,,7.5
32284748,,,,6.5
32286386,7.5,,,7.0
32286563,7.0,,,6.5
32289965,6.0,,,6.5
32291897,,,,6.0
32293058,6.5,,,6.0
32294990,10.0,,,8.5
32295335,6.5,,,
32295536,6.5,,,6.0
32296241,6.0,,,7.0
32298476,6.0,,,6.0
32300603,6.0,,,
32301521,9.0,,,6.5
32301545,7.0,,,7.5
32303252,,,,6.0
32304041,6.0,,,6.0
32304089,,,,6.0
32304728,7.5,,,6.5
32306240,,,,6.0
32306879,7.0,,,6.0
32307254,7.5,,,6.5
32307320,,,,6.0
32308331,7.0,,,6.0
32309018,6.5,,,6.0
32309042,6.5,,,6.5
32309156,7.0,,,8.0
32309972,6.0,,,6.0
32310023,8.0,,,7.5
32310467,6.0,,,6.5
32310734,7.5,,,6.0
32311373,7.5,,,6.5
32311745,6.5,,,6.0
32311988,6.0,,,6.0
32314265,6.5,,,6.0
32315906,7.0,,,
32316209,8.5,,,8.0
32317868,7.0,,,6.5
32318183,8.5,,,6.5
32318717,7.5,,,6.5
32320856,6.0,,,7.0
32321300,7.0,,,6.0
32321381,8.5,,,6.0
32321786,7.5,,,6.0
32325206,9.5,,,6.5
32325401,6.0,,,6.5
32326841,8.5,,,7.5
32326913,6.5,,,7.0
32328194,6.5,,,6.5
32330225,7.5,,,8.5
32330297,8.5,,,6.5
32330984,7.0,,,6.0
32332235,8.5,,,7.0
32333213,8.5,,,6.0
32334470,9.0,,,7.5
32336177,6.0,,,6.5
32336282,6.5,,,6.0
32336945,7.0,,,7.0
32340533,8.5,,,6.5
32341754,7.0,,,
32343473,8.0,,,6.5
32343764,8.5,,,8.0
32345867,7.0,,,6.0
32345996,8.0,,,7.0
32346518,7.0,,,7.5
32346632,6.0,,,6.5
32348621,6.0,,,6.5
32349134,8.5,,,7.5
32349239,6.0,,,6.0
32349287,7.5,,,7.5
32351924,8.5,,,6.0
32355410,8.5,,,6.0
32355920,7.0,,,7.5
32358083,8.5,,,6.0
32358503,7.0,,,7.0
32358851,7.0,,,6.0
32358989,6.0,,,6.0
32359232,7.5,,,7.0
32360630,9.0,,,7.0
32361152,6.0,,,7.0
32361686,6.0,,,6.0
32362793,6.5,,,6.5
32363036,7.0,,,8.0
32363060,6.0,,,6.0
32363522,6.0,,,
32364116,,,,6.0
32364512,7.5,,,6.0
32364584,8.5,,,7.5
32364650,8.0,,,6.5
32366114,6.5,,,7.0
32367476,9.0,,,6.5
32369288,8.0,,,7.0
32373434,8.0,,,8.0
32375732,,,,
32377409,7.5,,,6.0
32379224,7.5,,,7.0
32382245,6.5,,,6.5
32382998,7.5,,,6.0
32385323,6.0,,,6.0
32385614,8.0,,,6.0
32385743,,,,
32387531,,,,6.0
32387708,6.0,,,
32389079,6.5,,,6.5
32389856,6.5,,,7.5
32389880,6.5,,,7.0
32390405,7.0,,,7.0
32391380,8.5,,,7.0
32391509,9.0,,,7.5
32391647,6.0,,,
32394473,7.5,,,6.0
32394716,8.0,,,7.5
32394764,,,,6.0
32395403,7.0,,,6.0
32396972,6.5,,,6.0
32397170,6.5,,,6.5
32397518,,,,6.5
32402105,7.5,,,8.0
32403032,7.0,,,6.5
32405045,6.0,,,6.5
32405384,,,,
32406659,6.5,,,7.0
32406884,7.5,,,6.0
32408495,7.0,,,6.0
32408696,8.0,,,6.5
32408810,6.5,,,6.0
32409623,7.5,,,6.0
32409647,8.0,,,7.0
32412053,7.5,,,7.0
32417201,8.0,,,6.0
32419040,7.5,,,7.0
32421446,,,,
32422748,9.0,,,7.5
32422886,6.5,,,6.0
32424854,6.0,,,6.0
32430230,7.5,,,8.0
32430716,7.5,,,6.0
32433098,8.0,,,6.5
32433275,8.0,,,7.0
32433923,,,,6.0
32434205,7.0,,,6.0
32434739,,,,6.5
32434853,7.5,,,6.5
32435936,8.0,,,7.0
32438165,8.0,,,6.0
32441258,6.0,,,6.0
32441792,9.0,,,6.0
32448710,6.5,,,6.0
32448953,7.0,,,6.5
32450651,6.0,,,6.5
32454767,7.5,,,7.5
32456384,8.0,,,6.0
32463059,,,,
32465234,,,,
32466047,8.0,,,6.0
32489075,6.5,,,6.0
32499764,7.0,,,6.5
32504006,6.0,,,6.0
32504054,7.0,,,8.0
32506283,7.0,,,6.5
32506817,,,,8.5
32507237,6.5,,,6.0
32507390,8.5,,,6.0
32508842,7.5,,,6.5
32512712,8.0,,,6.0
32556674,9.0,,,6.0
32621606,8.0,,,6.0
32633696,6.5,,,6.0
32638403,7.0,,,6.0
32640863,,,,
32641301,,,,
32651834,6.5,,,6.0
32651915,,,,
32658122,7.5,,,7.5
32662145,7.0,,,7.0
32677610,7.0,,,6.0
32678492,,,,
32678693,7.0,,,8.5
32679038,9.0,,,8.5
32680484,,,,6.5
32681099,,,,6.0
32685296,8.5,,,7.5
32685362,6.5,,,6.0
32685854,7.0,,,6.5
32689724,8.0,,,6.5
32690072,,,,
32693651,8.0,,,6.5
32693942,6.0,,,6.5
32699951,,,,7.5
32732930,6.5,,,7.0
32740997,6.5,,,
32748239,6.5,,,6.0
32894915,8.5,,,6.0
32906051,9.0,,,7.5
32908328,8.5,,,8.0
32911589,,,,6.0
32911790,9.0,,,8.0
32912057,7.5,,,7.5
32912414,7.5,,,
32916254,,,,
32917694,,,,
32922353,6.5,,,6.0
32926157,8.0,,,7.0
32926424,8.5,,,9.0
32928944,,,,
32929445,,,,6.0
32930027,7.0,,,6.0
32930351,7.5,,,6.0
32931107,7.5,,,
32931284,7.5,,,6.0
32932943,7.5,,,6.5
32933630,7.5,,,7.0
32934176,8.0,,,9.0
32935835,7.5,,,7.0
32935883,9.0,,,8.0
32936789,8.5,,,8.5
32938046,8.0,,,7.5
32938175,7.5,,,6.0
32939486,8.0,,,7.5
32943665,6.5,,,7.5
32944934,8.5,,,7.5
32946071,6.0,,,6.5
32948537,,,,6.0
32952467,8.5,,,6.5
32954675,7.5,,,6.0
32955245,7.5,,,6.0
32956847,6.0,,,7.0
32959520,,,,
32963147,,,,
32963738,7.0,,,7.0
32965487,,,,6.0
32965529,,,,6.0
32966459,8.0,,,7.5
32966507,8.5,,,8.0
32967077,7.5,,,
32967254,8.0,,,7.5
32968184,6.0,,,6.0
32970467,7.0,,,8.0
32972126,7.0,,,6.0
32972150,8.0,,,6.5
32974337,7.5,,,9.0
32974418,,,,
32974490,7.0,,,
32974604,8.0,,,7.0
32975591,6.0,,,6.5
32978531,,,,6.0
32978708,6.5,,,6.0
32978870,7.5,,,7.0
32980298,8.0,,,8.0
32980742,8.0,,,7.0
32980985,7.5,,,8.0
32981738,6.0,,,6.5
32983172,8.5,,,9.0
32983196,8.5,,,8.5
32983286,8.0,,,8.0
32986937,6.5,,,6.0
32988017,7.0,,,6.0
32989877,7.5,,,7.0
32993075,,,,6.0
32993747,7.0,,,6.5
32995838,7.0,,,6.5
32996921,,,,6.0
32999666,,,,6.0
33000527,7.0,,,7.0
33002978,7.0,,,7.0
33003863,7.5,,,7.5
33006383,,,,
33012707,8.5,,,6.5
33014519,,,,6.0
33014543,7.0,,,6.0
33016463,7.0,,,7.0
33026456,8.0,,,8.0
33029597,8.0,,,7.5
33030974,8.0,,,7.0
33031985,9.0,,,7.5
33032891,8.5,,,6.0
33034820,,,,6.0
33036254,7.0,,,6.5
33037160,6.5,,,6.5
33038528,7.5,,,6.0
33038600,6.0,,,
33040538,7.0,,,
33040787,,,,6.0
33046571,6.0,,,7.0
33047549,,,,6.0
33048410,,,,
33049688,7.0,,,6.0
33049931,7.5,,,7.5
33052280,8.5,,,6.5
33055502,,,,6.0
33056126,7.0,,,7.5
33057407,7.0,,,6.0
33061817,7.0,,,8.5
33065945,6.0,,,6.0
33069875,8.5,,,7.5
33072200,6.0,,,6.0
33080999,7.0,,,6.0
33088403,8.0,,,7.5
33092522,7.0,,,6.5
33093488,8.0,,,8.5
33094847,,,,6.0
33095081,7.5,,,7.5
33099125,7.0,,,6.5
33101495,8.0,,,7.0
33106751,7.5,,,8.0
33115619,7.5,,,6.0
33117434,6.5,,,7.0
33118535,7.0,,,6.0
33120089,7.0,,,7.0
33121148,7.0,,,6.0
33124508,7.5,,,6.0
33130145,8.0,,,7.5
33133085,,,,6.0
33134420,,,,6.5
33135272,7.0,,,8.0
33136559,9.0,,,8.0
33138326,7.5,,,7.5
33142640,9.0,,,8.0
33148010,7.5,,,6.0
33148034,7.0,,,
33154202,7.0,,,6.0
33155198,,,,7.5
33160502,7.5,,,8.0
33166454,8.5,,,8.5
33167798,8.5,,,7.5
33168593,7.5,,,6.5
33168683,7.5,,,6.5
33168950,8.0,,,6.0
33178124,,,,6.0
33180584,7.0,,,6.5
33181313,7.0,,,6.0
33184163,,,,6.0
33190196,8.5,,,7.0
33191345,9.5,,,8.5
33191459,9.5,,,6.5
33202376,7.0,,,7.0
33202481,7.0,,,6.0
33208385,7.5,,,6.0
33214076,7.0,,,
33223268,7.0,,,6.5
33233639,7.5,,,
33237683,8.0,,,6.5
33237884,7.5,,,7.5
33239252,8.5,,,6.5
33272426,,,,
33429302,7.5,,,6.0
33432089,7.0,,,6.5
33444737,8.0,,,7.0
33467933,8.5,,,7.0
33468722,8.5,,,6.0
33468770,7.5,,,8.5
33468851,,,,7.0
33468899,9.0,,,7.0
33469409,6.0,,,6.0
33470711,8.0,,,6.0
33471395,,,,
33471596,8.0,,,6.5
33472835,8.5,,,7.0
33473012,7.5,,,
33473036,8.0,,,6.0
33473060,7.0,,,6.5
33473918,7.0,,,6.5
33473942,7.0,,,6.0
33474269,7.0,,,6.0
33476882,,,,
33476954,,,,
33477476,,,,
33477500,,,,
33478892,,,,
33479021,,,,
33480866,,,,
33480980,8.5,,,6.0
33482993,,,,
33486965,,,,
33489023,7.0,,,6.5
33639944,,8.0,,6.5
33916541,9.0,8.5,,8.5
34115576,,,,
34204739,6.5,,,
34204787,7.0,,,6.0
34206701,7.5,,,7.0
34207817,6.5,,,6.0
34207994,6.5,,,7.5
34219154,,,,
34223438,9.0,,,6.0
34225187,,,,
34226336,7.0,,,6.0
34282607,7.5,7.5,,6.5
